TransactionID,InvoiceNumber,InvoiceDate,DueDate,PaymentDate,SupplierID,SupplierName,SupplierCategory,Department,CostCentre,AccountCode,ExpenseCategory,ExpenseType,NetAmount,VATAmount,GrossAmount,Currency,PaymentStatus,PaymentMethod,TransactionType,FiscalYear,DaysToPayment
TXN-000323,INV-20250300323,2025-03-21,2025-04-20,2025-04-17,SUP-1015,Vodafone Ltd,Telecoms,Waste Management,WM001,4600,Supplies And Services,Telecommunications,4906.84,981.37,5888.21,GBP,Paid,BACS,Invoice,2024/2025,-3
TXN-000324,INV-20230400324,2023-04-10,2023-05-10,,SUP-1034,RP Slight & Sons Ltd,Construction,Research,RES001,6200,Capital,Renovation Works,49072.26,9814.45,58886.71,GBP,Pending,,Invoice,2023/2024,
TXN-000325,INV-20240800325,2024-08-02,2024-09-01,2024-08-26,SUP-1028,Knowledge Train Ltd,Training,Policy,POL001,6100,Professional Services,Staff Training,43913.11,0.00,43913.11,GBP,Paid,Bank Transfer,Invoice,2024/2025,-6
TXN-000326,INV-20230800326,2023-08-19,2023-10-18,,SUP-1021,Posturite Ltd,Office Supplies,Environment,ENV001,5200,Supplies And Services,Ergonomic Equipment,38584.17,7716.83,46301.00,GBP,Overdue,,Invoice,2023/2024,
TXN-000327,INV-20241200327,2024-12-15,2025-01-14,2025-01-09,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,Public Health,PH001,4210,Capital,Energy Works,37777.78,7555.56,45333.34,GBP,Paid,BACS,Invoice,2024/2025,-5
TXN-000328,INV-20231100328,2023-11-09,2023-12-09,2023-12-07,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Human Resources,HR001,4800,Supplies And Services,Printing Equipment,35477.04,7095.41,42572.45,GBP,Paid,Direct Debit,Invoice,2023/2024,-2
TXN-000329,INV-20230800329,2023-08-22,2023-09-21,2023-09-11,SUP-1023,Thames Lido Ltd,Facilities,Waste Management,WM001,4600,Supplies And Services,Facilities Management,15077.98,3015.60,18093.58,GBP,Paid,Bank Transfer,Invoice,2023/2024,-10
TXN-000330,INV-20231000330,2023-10-28,2023-11-11,2023-11-03,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Legal,LEG001,6120,Professional Services,System Integration,44933.66,8986.73,53920.39,GBP,Paid,BACS,Invoice,2023/2024,-8
TXN-000331,INV-20230700331,2023-07-25,2023-08-24,2023-08-14,SUP-1016,LSE Enterprise Ltd,Education & Research,Operations,OPS001,4500,Professional Services,Training,-4471.44,-0.00,-4471.44,GBP,Paid,Cheque,Credit Note,2023/2024,-10
TXN-000332,INV-20241100332,2024-11-03,2025-01-02,2024-12-25,SUP-1021,Posturite Ltd,Office Supplies,Finance,FIN001,4300,Supplies And Services,Ergonomic Equipment,45822.87,9164.57,54987.44,GBP,Paid,Bank Transfer,Invoice,2024/2025,-8
TXN-000333,INV-20230400333,2023-04-15,2023-05-15,2023-05-15,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Human Resources,HR001,4800,Supplies And Services,IT Software,56933.63,11386.73,68320.36,GBP,Paid,Direct Debit,Invoice,2023/2024,0
TXN-000334,INV-20240600334,2024-06-07,2024-08-06,2024-07-27,SUP-1033,P1 Solutions Ltd,Facilities,Facilities,FAC001,4400,Supplies And Services,Facilities Management,-975.23,-195.05,-1170.28,GBP,Paid,Bank Transfer,Credit Note,2024/2025,-10
TXN-000335,INV-20230900335,2023-09-07,2023-09-21,2023-09-15,SUP-1020,Tillicoultry Quarries Ltd,Materials,Public Health,PH001,4210,Supplies And Services,Aggregate Materials,-4214.00,-842.80,-5056.80,GBP,Paid,Bank Transfer,Credit Note,2023/2024,-6
TXN-000336,INV-20231200336,2023-12-01,2023-12-31,2023-12-30,SUP-1020,Tillicoultry Quarries Ltd,Materials,Policy,POL001,6100,Supplies And Services,Aggregate Materials,7180.20,1436.04,8616.24,GBP,Paid,BACS,Invoice,2023/2024,-1
TXN-000337,INV-20230800337,2023-08-01,2023-08-31,,SUP-1020,Tillicoultry Quarries Ltd,Materials,Research,RES001,6200,Supplies And Services,Aggregate Materials,42164.60,8432.92,50597.52,GBP,Pending,,Invoice,2023/2024,
TXN-000338,INV-20240900338,2024-09-17,2024-10-01,,SUP-1011,Decco Limited,Waste Management,Operations,OPS001,4500,Supplies And Services,Waste Processing,10226.04,2045.21,12271.25,GBP,Overdue,,Invoice,2024/2025,
TXN-000339,INV-20230700339,2023-07-30,2023-08-29,2023-08-23,SUP-1009,Firstcall Trade Services Ltd,Trade Supplies,Policy,POL001,6100,Supplies And Services,Trade Supplies,31550.29,6310.06,37860.35,GBP,Paid,Bank Transfer,Invoice,2023/2024,-6
TXN-000340,INV-20240900340,2024-09-05,2024-10-05,2024-09-28,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Operations,OPS001,4500,Capital,Renovation Works,-997.22,-199.44,-1196.66,GBP,Paid,Bank Transfer,Credit Note,2024/2025,-7
TXN-000341,INV-20230500341,2023-05-16,2023-06-15,2023-06-15,SUP-1008,SAV United Kingdom Ltd,IT Hardware,Housing,HSG001,5100,Supplies And Services,IT Hardware,21997.60,4399.52,26397.12,GBP,Paid,BACS,Invoice,2023/2024,0
TXN-000342,INV-20241000342,2024-10-18,2024-12-17,2024-12-12,SUP-1012,Sovereign Group Ltd,Construction,Customer Services,CST001,4900,Capital,Building Works,25121.33,5024.27,30145.60,GBP,Paid,Cheque,Invoice,2024/2025,-5
TXN-000343,INV-20241100343,2024-11-06,2024-12-06,2024-11-28,SUP-1018,Allied Publicity Services Ltd,Marketing,Legal,LEG001,6120,Professional Services,Marketing Campaigns,10965.82,0.00,10965.82,GBP,Paid,Direct Debit,Invoice,2024/2025,-8
TXN-000344,INV-20240100344,2024-01-15,2024-02-14,2024-02-13,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Customer Services,CST001,4900,Capital,Renovation Works,-2002.37,-400.47,-2402.84,GBP,Paid,Bank Transfer,Credit Note,2023/2024,-1
TXN-000345,INV-20240700345,2024-07-19,2024-08-18,2024-08-11,SUP-1020,Tillicoultry Quarries Ltd,Materials,Policy,POL001,6100,Supplies And Services,Aggregate Materials,44014.68,8802.94,52817.62,GBP,Paid,BACS,Invoice,2024/2025,-7
TXN-000346,INV-20230400346,2023-04-25,2023-05-25,2023-05-20,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,ICT Operations,ICT001,4200,Supplies And Services,Utilities,57071.67,11414.33,68486.00,GBP,Paid,BACS,Invoice,2023/2024,-5
TXN-000347,INV-20230700347,2023-07-16,2023-08-15,2023-08-12,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Legal,LEG001,6120,Professional Services,Environmental Assessment,29648.73,0.00,29648.73,GBP,Paid,BACS,Invoice,2023/2024,-3
TXN-000348,INV-20231100348,2023-11-24,2023-12-08,2023-12-03,SUP-1018,Allied Publicity Services Ltd,Marketing,Public Health,PH001,4210,Professional Services,Marketing Campaigns,58479.65,0.00,58479.65,GBP,Paid,Bank Transfer,Invoice,2023/2024,-5
TXN-000349,INV-20230600349,2023-06-16,2023-06-30,2023-06-30,SUP-1033,P1 Solutions Ltd,Facilities,Finance,FIN001,4300,Supplies And Services,Facilities Management,39831.02,7966.20,47797.22,GBP,Paid,BACS,Invoice,2023/2024,0
TXN-000350,INV-20240200350,2024-02-17,2024-04-17,,SUP-1016,LSE Enterprise Ltd,Education & Research,Facilities,FAC001,4400,Professional Services,Training,19253.95,3850.79,23104.74,GBP,Pending,,Invoice,2023/2024,
TXN-000351,INV-20230800351,2023-08-18,2023-09-01,2023-08-30,SUP-1015,Vodafone Ltd,Telecoms,Public Health,PH001,4210,Supplies And Services,Telecommunications,10071.41,2014.28,12085.69,GBP,Paid,Purchase Card,Invoice,2023/2024,-2
TXN-000352,INV-20240900352,2024-09-30,2024-10-30,,SUP-1021,Posturite Ltd,Office Supplies,Waste Management,WM001,4600,Supplies And Services,Office Equipment,27252.05,5450.41,32702.46,GBP,Overdue,,Invoice,2024/2025,
TXN-000353,INV-20230700353,2023-07-02,2023-08-01,,SUP-1030,Wales Audit Office,Audit & Compliance,Facilities,FAC001,4400,Professional Services,External Audit,49626.60,0.00,49626.60,GBP,Overdue,,Invoice,2023/2024,
TXN-000354,INV-20230800354,2023-08-30,2023-09-29,,SUP-1014,P & M Sinclair Ltd,Construction,Legal,LEG001,6120,Capital,Renovation Works,58111.90,11622.38,69734.28,GBP,Pending,,Invoice,2023/2024,
TXN-000355,INV-20250200355,2025-02-22,2025-03-24,2025-03-22,SUP-1026,CMS Enviro Systems Ltd,Environmental,Marketing,MKT001,4700,Supplies And Services,Environmental Services,57137.77,11427.55,68565.32,GBP,Paid,Purchase Card,Invoice,2024/2025,-2
TXN-000356,INV-20230700356,2023-07-14,2023-08-13,2023-08-13,SUP-1016,LSE Enterprise Ltd,Education & Research,Public Health,PH001,4210,Professional Services,Training,49864.75,0.00,49864.75,GBP,Paid,BACS,Invoice,2023/2024,0
TXN-000357,INV-20240400357,2024-04-16,2024-05-16,2024-05-07,SUP-1013,Cinos Ltd,Telecoms,Legal,LEG001,6120,Supplies And Services,Mobile Services,55066.36,11013.27,66079.63,GBP,Paid,Bank Transfer,Invoice,2024/2025,-9
TXN-000358,INV-20250100358,2025-01-21,2025-03-22,,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Public Health,PH001,4210,Supplies And Services,IT Software,5745.72,1149.14,6894.86,GBP,Overdue,,Invoice,2024/2025,
TXN-000359,INV-20240700359,2024-07-16,2024-08-15,2024-08-06,SUP-1022,Operational Research Society,Research,Public Health,PH001,4210,Professional Services,Membership Fees,49345.70,9869.14,59214.84,GBP,Paid,Purchase Card,Invoice,2024/2025,-9
TXN-000360,INV-20230900360,2023-09-24,2023-10-24,2023-10-22,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Waste Management,WM001,4600,Professional Services,System Integration,16971.31,0.00,16971.31,GBP,Paid,BACS,Invoice,2023/2024,-2
TXN-000361,INV-20240800361,2024-08-23,2024-10-22,2024-10-15,SUP-1016,LSE Enterprise Ltd,Education & Research,Research,RES001,6200,Professional Services,Training,5491.36,1098.27,6589.63,GBP,Paid,BACS,Invoice,2024/2025,-7
TXN-000362,INV-20250100362,2025-01-05,2025-01-19,,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Housing,HSG001,5100,Supplies And Services,Printing Equipment,59366.87,11873.37,71240.24,GBP,Overdue,,Invoice,2024/2025,
TXN-000363,INV-20240300363,2024-03-18,2024-04-01,2024-03-27,SUP-1023,Thames Lido Ltd,Facilities,Operations,OPS001,4500,Supplies And Services,Facilities Management,16408.53,3281.71,19690.24,GBP,Paid,BACS,Invoice,2023/2024,-5
TXN-000364,INV-20230500364,2023-05-01,2023-05-31,2023-05-24,SUP-1021,Posturite Ltd,Office Supplies,Human Resources,HR001,4800,Supplies And Services,Office Equipment,-3023.95,-604.79,-3628.74,GBP,Paid,BACS,Credit Note,2023/2024,-7
TXN-000365,INV-20250200365,2025-02-01,2025-03-03,2025-02-23,SUP-1011,Decco Limited,Waste Management,Public Health,PH001,4210,Supplies And Services,Waste Collection,45901.97,9180.39,55082.36,GBP,Paid,BACS,Invoice,2024/2025,-8
TXN-000366,INV-20230900366,2023-09-28,2023-10-28,2023-10-23,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Environment,ENV001,5200,Professional Services,Planning Consultancy,54860.31,0.00,54860.31,GBP,Paid,Cheque,Invoice,2023/2024,-5
TXN-000367,INV-20240800367,2024-08-17,2024-08-31,2024-08-29,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,Human Resources,HR001,4800,Capital,Energy Works,2518.33,503.67,3022.00,GBP,Paid,BACS,Invoice,2024/2025,-2
TXN-000368,INV-20230400368,2023-04-21,2023-05-05,2023-05-05,SUP-1015,Vodafone Ltd,Telecoms,Human Resources,HR001,4800,Supplies And Services,Telecommunications,55094.30,11018.86,66113.16,GBP,Paid,BACS,Invoice,2023/2024,0
TXN-000369,INV-20240200369,2024-02-26,2024-03-27,2024-03-25,SUP-1009,Firstcall Trade Services Ltd,Trade Supplies,Environment,ENV001,5200,Supplies And Services,Trade Supplies,-922.85,-184.57,-1107.42,GBP,Paid,Bank Transfer,Credit Note,2023/2024,-2
TXN-000370,INV-20230600370,2023-06-14,2023-07-14,,SUP-1034,RP Slight & Sons Ltd,Construction,Legal,LEG001,6120,Capital,Renovation Works,35264.50,7052.90,42317.40,GBP,Pending,,Invoice,2023/2024,
TXN-000371,INV-20230800371,2023-08-18,2023-09-17,,SUP-1022,Operational Research Society,Research,Facilities,FAC001,4400,Professional Services,Conference Fees,47562.59,9512.52,57075.11,GBP,Pending,,Invoice,2023/2024,
TXN-000372,INV-20231100372,2023-11-15,2023-11-29,,SUP-1021,Posturite Ltd,Office Supplies,Finance,FIN001,4300,Supplies And Services,Ergonomic Equipment,22858.45,4571.69,27430.14,GBP,Overdue,,Invoice,2023/2024,
TXN-000373,INV-20230400373,2023-04-02,2023-04-16,2023-04-07,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Finance,FIN001,4300,Supplies And Services,Machinery Parts,11129.38,2225.88,13355.26,GBP,Paid,Cheque,Invoice,2023/2024,-9
TXN-000374,INV-20240800374,2024-08-21,2024-09-20,2024-09-19,SUP-1015,Vodafone Ltd,Telecoms,Research,RES001,6200,Supplies And Services,Telecommunications,20971.90,4194.38,25166.28,GBP,Paid,Cheque,Invoice,2024/2025,-1
TXN-000375,INV-20250300375,2025-03-26,2025-04-25,2025-04-25,SUP-1011,Decco Limited,Waste Management,Research,RES001,6200,Supplies And Services,Waste Collection,12778.64,2555.73,15334.37,GBP,Paid,Bank Transfer,Invoice,2024/2025,0
TXN-000376,INV-20230400376,2023-04-02,2023-05-02,2023-04-25,SUP-1023,Thames Lido Ltd,Facilities,Facilities,FAC001,4400,Supplies And Services,Facilities Management,58153.83,11630.77,69784.60,GBP,Paid,Direct Debit,Invoice,2023/2024,-7
TXN-000377,INV-20240300377,2024-03-25,2024-04-08,2024-04-07,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Customer Services,CST001,4900,Supplies And Services,Infrastructure Support,47376.62,9475.32,56851.94,GBP,Paid,BACS,Invoice,2023/2024,-1
TXN-000378,INV-20230500378,2023-05-05,2023-06-04,2023-05-30,SUP-1011,Decco Limited,Waste Management,Operations,OPS001,4500,Supplies And Services,Waste Collection,57111.81,11422.36,68534.17,GBP,Paid,Bank Transfer,Invoice,2023/2024,-5
TXN-000379,INV-20230900379,2023-09-12,2023-10-12,2023-10-11,SUP-1022,Operational Research Society,Research,Finance,FIN001,4300,Professional Services,Conference Fees,35743.33,7148.67,42892.00,GBP,Paid,BACS,Invoice,2023/2024,-1
TXN-000380,INV-20241200380,2024-12-12,2025-02-10,2025-02-10,SUP-1028,Knowledge Train Ltd,Training,Research,RES001,6200,Professional Services,Staff Training,20032.90,0.00,20032.90,GBP,Paid,Direct Debit,Invoice,2024/2025,0
TXN-000381,INV-20240100381,2024-01-30,2024-02-29,2024-02-29,SUP-1035,Dalkeith SPV Ltd,Capital Projects,Facilities,FAC001,4400,Capital,Major Works,34413.25,6882.65,41295.90,GBP,Paid,Purchase Card,Invoice,2023/2024,0
TXN-000382,INV-20230400382,2023-04-04,2023-06-03,2023-05-30,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,ICT Operations,ICT001,4200,Supplies And Services,Utilities,-710.69,-142.14,-852.83,GBP,Paid,BACS,Credit Note,2023/2024,-4
TXN-000383,INV-20230600383,2023-06-23,2023-08-22,,SUP-1011,Decco Limited,Waste Management,Research,RES001,6200,Supplies And Services,Waste Processing,18674.12,3734.82,22408.94,GBP,Overdue,,Invoice,2023/2024,
TXN-000384,INV-20250200384,2025-02-05,2025-03-07,2025-02-25,SUP-1026,CMS Enviro Systems Ltd,Environmental,Operations,OPS001,4500,Supplies And Services,Environmental Services,-2012.35,-402.47,-2414.82,GBP,Paid,Direct Debit,Credit Note,2024/2025,-10
TXN-000385,INV-20230500385,2023-05-16,2023-06-15,2023-06-08,SUP-1024,Institute for Government,Consultancy,Finance,FIN001,4300,Professional Services,Environmental Assessment,13767.98,2753.60,16521.58,GBP,Paid,BACS,Invoice,2023/2024,-7
TXN-000386,INV-20230600386,2023-06-27,2023-07-27,,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,Planning,PLN001,6110,Capital,Energy Works,-3843.17,-768.63,-4611.80,GBP,Overdue,,Credit Note,2023/2024,
TXN-000387,INV-20240500387,2024-05-01,2024-05-15,2024-05-07,SUP-1015,Vodafone Ltd,Telecoms,Marketing,MKT001,4700,Supplies And Services,Telecommunications,34469.68,6893.94,41363.62,GBP,Paid,BACS,Invoice,2024/2025,-8
TXN-000388,INV-20240500388,2024-05-09,2024-06-08,2024-05-30,SUP-1031,Kin and Carta UK Ltd,Digital Services,Facilities,FAC001,4400,Professional Services,Digital Transformation,-3468.29,-0.00,-3468.29,GBP,Paid,Bank Transfer,Credit Note,2024/2025,-9
TXN-000389,INV-20231100389,2023-11-03,2023-12-03,2023-12-03,SUP-1029,Phoenix Software Ltd,IT Software,Finance,FIN001,4300,Supplies And Services,Software Licensing,4932.52,986.50,5919.02,GBP,Paid,Direct Debit,Invoice,2023/2024,0
TXN-000390,INV-20241100390,2024-11-30,2024-12-30,2024-12-29,SUP-1013,Cinos Ltd,Telecoms,Legal,LEG001,6120,Supplies And Services,Telecommunications,23438.92,4687.78,28126.70,GBP,Paid,Direct Debit,Invoice,2024/2025,-1
TXN-000391,INV-20240900391,2024-09-14,2024-11-13,,SUP-1021,Posturite Ltd,Office Supplies,Legal,LEG001,6120,Supplies And Services,Ergonomic Equipment,47246.40,9449.28,56695.68,GBP,Overdue,,Invoice,2024/2025,
TXN-000392,INV-20230700392,2023-07-25,2023-09-23,2023-09-21,SUP-1034,RP Slight & Sons Ltd,Construction,Planning,PLN001,6110,Capital,Renovation Works,-3852.29,-770.46,-4622.75,GBP,Paid,Bank Transfer,Credit Note,2023/2024,-2
TXN-000393,INV-20240100393,2024-01-18,2024-02-01,2024-01-26,SUP-1007,KPMG LLP,Professional Services,Human Resources,HR001,4800,Professional Services,Audit Fees,23136.85,4627.37,27764.22,GBP,Paid,Purchase Card,Invoice,2023/2024,-6
TXN-000394,INV-20240500394,2024-05-17,2024-06-16,2024-06-07,SUP-1003,Siemens Financial Services Ltd,Equipment Finance,Finance,FIN001,4300,Capital,Equipment Purchase,2567.26,513.45,3080.71,GBP,Paid,Cheque,Invoice,2024/2025,-9
TXN-000395,INV-20240100395,2024-01-01,2024-01-31,2024-01-26,SUP-1016,LSE Enterprise Ltd,Education & Research,ICT Operations,ICT001,4200,Professional Services,Training,18829.22,3765.84,22595.06,GBP,Paid,Bank Transfer,Invoice,2023/2024,-5
TXN-000396,INV-20240600396,2024-06-27,2024-07-27,2024-07-21,SUP-1015,Vodafone Ltd,Telecoms,Finance,FIN001,4300,Supplies And Services,Mobile Services,-1142.69,-228.54,-1371.23,GBP,Paid,BACS,Credit Note,2024/2025,-6
TXN-000397,INV-20240900397,2024-09-10,2024-10-10,,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Policy,POL001,6100,Supplies And Services,Printing Equipment,31037.36,6207.47,37244.83,GBP,Overdue,,Invoice,2024/2025,
TXN-000398,INV-20250300398,2025-03-27,2025-04-10,2025-04-08,SUP-1011,Decco Limited,Waste Management,Public Health,PH001,4210,Supplies And Services,Waste Processing,-387.50,-77.50,-465.00,GBP,Paid,BACS,Credit Note,2024/2025,-2
TXN-000399,INV-20231200399,2023-12-12,2024-01-11,2024-01-11,SUP-1013,Cinos Ltd,Telecoms,Legal,LEG001,6120,Supplies And Services,Telecommunications,42351.88,8470.38,50822.26,GBP,Paid,Bank Transfer,Invoice,2023/2024,0
TXN-000400,INV-20240800400,2024-08-30,2024-10-29,,SUP-1024,Institute for Government,Consultancy,Legal,LEG001,6120,Professional Services,Environmental Assessment,40950.17,0.00,40950.17,GBP,Pending,,Invoice,2024/2025,
TXN-000401,INV-20230900401,2023-09-29,2023-11-28,2023-11-20,SUP-1024,Institute for Government,Consultancy,Operations,OPS001,4500,Professional Services,Environmental Assessment,20818.88,4163.78,24982.66,GBP,Paid,Bank Transfer,Invoice,2023/2024,-8
TXN-000402,INV-20230500402,2023-05-21,2023-06-20,,SUP-1019,Simon Tullett Machinery Ltd,Machinery,ICT Operations,ICT001,4200,Supplies And Services,Machinery Maintenance,-1268.01,-253.60,-1521.61,GBP,Overdue,,Credit Note,2023/2024,
TXN-000403,INV-20250200403,2025-02-22,2025-03-24,2025-03-14,SUP-1015,Vodafone Ltd,Telecoms,Research,RES001,6200,Supplies And Services,Telecommunications,30918.55,6183.71,37102.26,GBP,Paid,BACS,Invoice,2024/2025,-10
TXN-000404,INV-20250100404,2025-01-22,2025-02-21,2025-02-21,SUP-1031,Kin and Carta UK Ltd,Digital Services,Customer Services,CST001,4900,Professional Services,Digital Transformation,15330.33,3066.07,18396.40,GBP,Paid,Bank Transfer,Invoice,2024/2025,0
TXN-000405,INV-20240300405,2024-03-23,2024-05-22,2024-05-19,SUP-1028,Knowledge Train Ltd,Training,Customer Services,CST001,4900,Professional Services,Staff Training,18303.17,3660.63,21963.80,GBP,Paid,Bank Transfer,Invoice,2023/2024,-3
TXN-000406,INV-20240400406,2024-04-18,2024-05-02,,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Marketing,MKT001,4700,Supplies And Services,IT Support,-1667.76,-333.55,-2001.31,GBP,Pending,,Credit Note,2024/2025,
TXN-000407,INV-20240300407,2024-03-10,2024-04-09,,SUP-1007,KPMG LLP,Professional Services,Operations,OPS001,4500,Professional Services,Audit Fees,51724.12,10344.82,62068.94,GBP,Pending,,Invoice,2023/2024,
TXN-000408,INV-20240900408,2024-09-11,2024-10-11,2024-10-02,SUP-1020,Tillicoultry Quarries Ltd,Materials,Housing,HSG001,5100,Supplies And Services,Aggregate Materials,39716.69,7943.34,47660.03,GBP,Paid,BACS,Invoice,2024/2025,-9
TXN-000409,INV-20240100409,2024-01-28,2024-02-27,2024-02-21,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Research,RES001,6200,Professional Services,System Integration,44269.74,0.00,44269.74,GBP,Paid,Cheque,Invoice,2023/2024,-6
TXN-000410,INV-20250200410,2025-02-16,2025-03-18,2025-03-14,SUP-1015,Vodafone Ltd,Telecoms,Research,RES001,6200,Supplies And Services,Mobile Services,50478.16,10095.63,60573.79,GBP,Paid,BACS,Invoice,2024/2025,-4
TXN-000411,INV-20230800411,2023-08-10,2023-09-09,,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Public Health,PH001,4210,Supplies And Services,Machinery Maintenance,-1119.57,-223.91,-1343.48,GBP,Pending,,Credit Note,2023/2024,
TXN-000412,INV-20231100412,2023-11-14,2023-12-14,2023-12-10,SUP-1022,Operational Research Society,Research,Research,RES001,6200,Professional Services,Membership Fees,47338.40,9467.68,56806.08,GBP,Paid,Cheque,Invoice,2023/2024,-4
TXN-000413,INV-20240700413,2024-07-18,2024-08-17,2024-08-17,SUP-1017,Bray Leino Ltd,Marketing,Human Resources,HR001,4800,Supplies And Services,Print Media,-3198.11,-639.62,-3837.73,GBP,Paid,Purchase Card,Credit Note,2024/2025,0
TXN-000414,INV-20250200414,2025-02-26,2025-04-27,2025-04-23,SUP-1013,Cinos Ltd,Telecoms,Marketing,MKT001,4700,Supplies And Services,Telecommunications,3480.20,696.04,4176.24,GBP,Paid,BACS,Invoice,2024/2025,-4
TXN-000415,INV-20240500415,2024-05-24,2024-06-07,2024-06-05,SUP-1009,Firstcall Trade Services Ltd,Trade Supplies,Housing,HSG001,5100,Supplies And Services,Trade Supplies,51778.04,10355.61,62133.65,GBP,Paid,BACS,Invoice,2024/2025,-2
TXN-000416,INV-20250100416,2025-01-06,2025-02-05,2025-01-26,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Operations,OPS001,4500,Supplies And Services,Electrical Materials,531.63,106.33,637.96,GBP,Paid,Bank Transfer,Invoice,2024/2025,-10
TXN-000417,INV-20241100417,2024-11-11,2024-12-11,2024-12-10,SUP-1014,P & M Sinclair Ltd,Construction,Planning,PLN001,6110,Capital,Building Works,36965.16,7393.03,44358.19,GBP,Paid,Direct Debit,Invoice,2024/2025,-1
TXN-000418,INV-20240400418,2024-04-27,2024-05-27,2024-05-19,SUP-1026,CMS Enviro Systems Ltd,Environmental,Waste Management,WM001,4600,Supplies And Services,Environmental Services,43906.88,8781.38,52688.26,GBP,Paid,BACS,Invoice,2024/2025,-8
TXN-000419,INV-20230400419,2023-04-19,2023-05-19,,SUP-1021,Posturite Ltd,Office Supplies,Planning,PLN001,6110,Supplies And Services,Office Equipment,13769.38,2753.88,16523.26,GBP,Pending,,Invoice,2023/2024,
TXN-000420,INV-20230700420,2023-07-15,2023-09-13,2023-09-04,SUP-1023,Thames Lido Ltd,Facilities,Facilities,FAC001,4400,Supplies And Services,Facilities Management,10229.46,2045.89,12275.35,GBP,Paid,BACS,Invoice,2023/2024,-9
TXN-000421,INV-20240900421,2024-09-14,2024-09-28,2024-09-23,SUP-1020,Tillicoultry Quarries Ltd,Materials,Facilities,FAC001,4400,Supplies And Services,Aggregate Materials,53306.45,10661.29,63967.74,GBP,Paid,BACS,Invoice,2024/2025,-5
TXN-000422,INV-20240400422,2024-04-02,2024-05-02,2024-04-26,SUP-1022,Operational Research Society,Research,Customer Services,CST001,4900,Professional Services,Conference Fees,13897.99,0.00,13897.99,GBP,Paid,BACS,Invoice,2024/2025,-6
TXN-000423,INV-20230800423,2023-08-05,2023-09-04,,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Human Resources,HR001,4800,Supplies And Services,IT Software,22667.75,4533.55,27201.30,GBP,Pending,,Invoice,2023/2024,
TXN-000424,INV-20241200424,2024-12-29,2025-01-28,2025-01-28,SUP-1017,Bray Leino Ltd,Marketing,Planning,PLN001,6110,Supplies And Services,Branding Materials,39300.67,7860.13,47160.80,GBP,Paid,BACS,Invoice,2024/2025,0
TXN-000425,INV-20240500425,2024-05-31,2024-07-30,2024-07-29,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,Policy,POL001,6100,Capital,Building Works,-3583.87,-716.77,-4300.64,GBP,Paid,BACS,Credit Note,2024/2025,-1
TXN-000426,INV-20250200426,2025-02-06,2025-03-08,,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Facilities,FAC001,4400,Supplies And Services,IT Software,-3126.76,-625.35,-3752.11,GBP,Pending,,Credit Note,2024/2025,
TXN-000427,INV-20240900427,2024-09-05,2024-09-19,2024-09-15,SUP-1009,Firstcall Trade Services Ltd,Trade Supplies,Waste Management,WM001,4600,Supplies And Services,Trade Supplies,47139.41,9427.88,56567.29,GBP,Paid,Purchase Card,Invoice,2024/2025,-4
TXN-000428,INV-20231200428,2023-12-26,2024-01-09,2024-01-04,SUP-1013,Cinos Ltd,Telecoms,Human Resources,HR001,4800,Supplies And Services,Telecommunications,17897.23,3579.45,21476.68,GBP,Paid,BACS,Invoice,2023/2024,-5
TXN-000429,INV-20250300429,2025-03-05,2025-05-04,2025-05-01,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Customer Services,CST001,4900,Supplies And Services,Infrastructure Support,1011.78,202.36,1214.14,GBP,Paid,Bank Transfer,Invoice,2024/2025,-3
TXN-000430,INV-20230800430,2023-08-31,2023-09-30,,SUP-1008,SAV United Kingdom Ltd,IT Hardware,Legal,LEG001,6120,Supplies And Services,Network Equipment,-3686.99,-737.40,-4424.39,GBP,Overdue,,Credit Note,2023/2024,
